Country,Subject,Measure,Year,Value
Israel,GDP per person employed,"USD, current prices, current PPPs",2007,63010.208334
Israel,GDP per person employed,"USD, current prices, current PPPs",2008,61915.103638
Israel,GDP per person employed,"USD, current prices, current PPPs",2009,62247.315282
Israel,GDP per person employed,"USD, current prices, current PPPs",2010,64541.680862
Israel,GDP per person employed,"USD, current prices, current PPPs",2011,67551.746579
Israel,GDP per person employed,"USD, current prices, current PPPs",2012,68781.94713500001
Israel,GDP per person employed,"USD, current prices, current PPPs",2013,73547.848931
Israel,GDP per person employed,"USD, current prices, current PPPs",2014,73173.627152
Israel,GDP per person employed,"USD, current prices, current PPPs",2015,75562.899868
Israel,GDP per person employed,"USD, current prices, current PPPs",2016,80244.226555
Israel,GDP per person employed,"USD, current prices, current PPPs",2017,82197.958265
Israel,GDP per person employed,"USD, current prices, current PPPs",2018,85211.728554
Israel,GDP per person employed,"USD, current prices, current PPPs",2019,89530.647614
Israel,Gross Domestic Product (GDP); millions,"USD, constant prices, 2015 PPPs",1970,42859.898
Israel,Gross Domestic Product (GDP); millions,"USD, constant prices, 2015 PPPs",1971,47553.515999999996
Israel,Gross Domestic Product (GDP); millions,"USD, constant prices, 2015 PPPs",1972,53329.63
Israel,Gross Domestic Product (GDP); millions,"USD, constant prices, 2015 PPPs",1973,56309.403
Israel,Gross Domestic Product (GDP); millions,"USD, constant prices, 2015 PPPs",1974,59956.09099999999
Israel,Gross Domestic Product (GDP); millions,"USD, constant prices, 2015 PPPs",1975,61900.359000000004
Israel,Gross Domestic Product (GDP); millions,"USD, constant prices, 2015 PPPs",1976,62099.99
Israel,Gross Domestic Product (GDP); millions,"USD, constant prices, 2015 PPPs",1977,62742.91
Israel,Gross Domestic Product (GDP); millions,"USD, constant prices, 2015 PPPs",1978,66228.334
Israel,Gross Domestic Product (GDP); millions,"USD, constant prices, 2015 PPPs",1979,70339.667
Israel,Gross Domestic Product (GDP); millions,"USD, constant prices, 2015 PPPs",1980,71514.65
Israel,Gross Domestic Product (GDP); millions,"USD, constant prices, 2015 PPPs",1981,75333.48
Israel,Gross Domestic Product (GDP); millions,"USD, constant prices, 2015 PPPs",1982,76902.3
Israel,Gross Domestic Product (GDP); millions,"USD, constant prices, 2015 PPPs",1983,79485.526
Israel,Gross Domestic Product (GDP); millions,"USD, constant prices, 2015 PPPs",1984,80227.296
Israel,Gross Domestic Product (GDP); millions,"USD, constant prices, 2015 PPPs",1985,83466.024
Israel,Gross Domestic Product (GDP); millions,"USD, constant prices, 2015 PPPs",1986,86963.371
Israel,Gross Domestic Product (GDP); millions,"USD, constant prices, 2015 PPPs",1987,93172.305
Israel,Gross Domestic Product (GDP); millions,"USD, constant prices, 2015 PPPs",1988,95883.634
Israel,Gross Domestic Product (GDP); millions,"USD, constant prices, 2015 PPPs",1989,96434.722
Israel,Gross Domestic Product (GDP); millions,"USD, constant prices, 2015 PPPs",1990,103489.114
Israel,Gross Domestic Product (GDP); millions,"USD, constant prices, 2015 PPPs",1991,111484.802
Israel,Gross Domestic Product (GDP); millions,"USD, constant prices, 2015 PPPs",1992,120135.204
Israel,Gross Domestic Product (GDP); millions,"USD, constant prices, 2015 PPPs",1993,125080.87800000001
Israel,Gross Domestic Product (GDP); millions,"USD, constant prices, 2015 PPPs",1994,134371.69199999998
Israel,Gross Domestic Product (GDP); millions,"USD, constant prices, 2015 PPPs",1995,143244.154
Israel,Gross Domestic Product (GDP); millions,"USD, constant prices, 2015 PPPs",1996,150533.133
Israel,Gross Domestic Product (GDP); millions,"USD, constant prices, 2015 PPPs",1997,156400.327
Israel,Gross Domestic Product (GDP); millions,"USD, constant prices, 2015 PPPs",1998,162949.825
Israel,Gross Domestic Product (GDP); millions,"USD, constant prices, 2015 PPPs",1999,168780.77300000002
Israel,Gross Domestic Product (GDP); millions,"USD, constant prices, 2015 PPPs",2000,183800.52399999998
Israel,Gross Domestic Product (GDP); millions,"USD, constant prices, 2015 PPPs",2001,183975.538
Israel,Gross Domestic Product (GDP); millions,"USD, constant prices, 2015 PPPs",2002,183682.3
Israel,Gross Domestic Product (GDP); millions,"USD, constant prices, 2015 PPPs",2003,185779.143
Israel,Gross Domestic Product (GDP); millions,"USD, constant prices, 2015 PPPs",2004,194680.268
Israel,Gross Domestic Product (GDP); millions,"USD, constant prices, 2015 PPPs",2005,202534.605
Israel,Gross Domestic Product (GDP); millions,"USD, constant prices, 2015 PPPs",2006,214209.145
Israel,Gross Domestic Product (GDP); millions,"USD, constant prices, 2015 PPPs",2007,227151.04
Israel,Gross Domestic Product (GDP); millions,"USD, constant prices, 2015 PPPs",2008,234452.833
Israel,Gross Domestic Product (GDP); millions,"USD, constant prices, 2015 PPPs",2009,236652.188
Israel,Gross Domestic Product (GDP); millions,"USD, constant prices, 2015 PPPs",2010,249805.31699999998
Israel,Gross Domestic Product (GDP); millions,"USD, constant prices, 2015 PPPs",2011,261522.635
Israel,Gross Domestic Product (GDP); millions,"USD, constant prices, 2015 PPPs",2012,268158.719
Israel,Gross Domestic Product (GDP); millions,"USD, constant prices, 2015 PPPs",2013,279716.253
Israel,Gross Domestic Product (GDP); millions,"USD, constant prices, 2015 PPPs",2014,290729.661
Israel,Gross Domestic Product (GDP); millions,"USD, constant prices, 2015 PPPs",2015,297270.555
Israel,Gross Domestic Product (GDP); millions,"USD, constant prices, 2015 PPPs",2016,308645.463
Israel,Gross Domestic Product (GDP); millions,"USD, constant prices, 2015 PPPs",2017,319701.02
Israel,Gross Domestic Product (GDP); millions,"USD, constant prices, 2015 PPPs",2018,330834.096
Israel,Gross Domestic Product (GDP); millions,"USD, constant prices, 2015 PPPs",2019,342234.739
Israel,GDP per head of population,"USD, constant prices, 2015 PPPs",1970,14260.004201
Israel,GDP per head of population,"USD, constant prices, 2015 PPPs",1971,15328.092290999999
Israel,GDP per head of population,"USD, constant prices, 2015 PPPs",1972,16640.374914
Israel,GDP per head of population,"USD, constant prices, 2015 PPPs",1973,17012.296244999998
Israel,GDP per head of population,"USD, constant prices, 2015 PPPs",1974,17626.9762
Israel,GDP per head of population,"USD, constant prices, 2015 PPPs",1975,17827.040603999998
Israel,GDP per head of population,"USD, constant prices, 2015 PPPs",1976,17522.035312
Israel,GDP per head of population,"USD, constant prices, 2015 PPPs",1977,17337.397181
Israel,GDP per head of population,"USD, constant prices, 2015 PPPs",1978,17921.850773
Israel,GDP per head of population,"USD, constant prices, 2015 PPPs",1979,18598.334405
Israel,GDP per head of population,"USD, constant prices, 2015 PPPs",1980,18484.06266
Israel,GDP per head of population,"USD, constant prices, 2015 PPPs",1981,19143.970722
Israel,GDP per head of population,"USD, constant prices, 2015 PPPs",1982,19253.522411
Israel,GDP per head of population,"USD, constant prices, 2015 PPPs",1983,19553.272974
Israel,GDP per head of population,"USD, constant prices, 2015 PPPs",1984,19387.949056999998
Israel,GDP per head of population,"USD, constant prices, 2015 PPPs",1985,19817.96634
Israel,GDP per head of population,"USD, constant prices, 2015 PPPs",1986,20293.163703
Israel,GDP per head of population,"USD, constant prices, 2015 PPPs",1987,21376.979148
Israel,GDP per head of population,"USD, constant prices, 2015 PPPs",1988,21630.867641
Israel,GDP per head of population,"USD, constant prices, 2015 PPPs",1989,21389.04277
Israel,GDP per head of population,"USD, constant prices, 2015 PPPs",1990,22325.936206
Israel,GDP per head of population,"USD, constant prices, 2015 PPPs",1991,23159.276111000003
Israel,GDP per head of population,"USD, constant prices, 2015 PPPs",1992,24056.203271000002
Israel,GDP per head of population,"USD, constant prices, 2015 PPPs",1993,24164.048178
Israel,GDP per head of population,"USD, constant prices, 2015 PPPs",1994,25066.774674
Israel,GDP per head of population,"USD, constant prices, 2015 PPPs",1995,25829.420415
Israel,GDP per head of population,"USD, constant prices, 2015 PPPs",1996,26462.827559
Israel,GDP per head of population,"USD, constant prices, 2015 PPPs",1997,26804.400608
Israel,GDP per head of population,"USD, constant prices, 2015 PPPs",1998,27251.982858
Israel,GDP per head of population,"USD, constant prices, 2015 PPPs",1999,27502.722966
Israel,GDP per head of population,"USD, constant prices, 2015 PPPs",2000,29157.099527
Israel,GDP per head of population,"USD, constant prices, 2015 PPPs",2001,28493.630749
Israel,GDP per head of population,"USD, constant prices, 2015 PPPs",2002,27869.182772000004
Israel,GDP per head of population,"USD, constant prices, 2015 PPPs",2003,27670.823664
Israel,GDP per head of population,"USD, constant prices, 2015 PPPs",2004,28476.286444999998
Israel,GDP per head of population,"USD, constant prices, 2015 PPPs",2005,29094.887717
Israel,GDP per head of population,"USD, constant prices, 2015 PPPs",2006,30219.781685
Israel,GDP per head of population,"USD, constant prices, 2015 PPPs",2007,31467.79155
Israel,GDP per head of population,"USD, constant prices, 2015 PPPs",2008,31893.679904
Israel,GDP per head of population,"USD, constant prices, 2015 PPPs",2009,31629.324583999998
Israel,GDP per head of population,"USD, constant prices, 2015 PPPs",2010,32779.301060000005
Israel,GDP per head of population,"USD, constant prices, 2015 PPPs",2011,33688.021176999995
Israel,GDP per head of population,"USD, constant prices, 2015 PPPs",2012,33913.12616
Israel,GDP per head of population,"USD, constant prices, 2015 PPPs",2013,34721.373506
Israel,GDP per head of population,"USD, constant prices, 2015 PPPs",2014,35402.811843999996
Israel,GDP per head of population,"USD, constant prices, 2015 PPPs",2015,35486.093636000005
Israel,GDP per head of population,"USD, constant prices, 2015 PPPs",2016,36126.87761
Israel,GDP per head of population,"USD, constant prices, 2015 PPPs",2017,36706.212883
Israel,GDP per head of population,"USD, constant prices, 2015 PPPs",2018,37251.896858
Israel,GDP per head of population,"USD, constant prices, 2015 PPPs",2019,37815.99326
Israel,GDP per hour worked,"USD, constant prices, 2015 PPPs",1981,26.296808000000002
Israel,GDP per hour worked,"USD, constant prices, 2015 PPPs",1982,26.751964
Israel,GDP per hour worked,"USD, constant prices, 2015 PPPs",1983,26.897665000000003
Israel,GDP per hour worked,"USD, constant prices, 2015 PPPs",1984,26.679169
Israel,GDP per hour worked,"USD, constant prices, 2015 PPPs",1985,27.590646999999997
Israel,GDP per hour worked,"USD, constant prices, 2015 PPPs",1986,28.340398999999998
Israel,GDP per hour worked,"USD, constant prices, 2015 PPPs",1987,29.515269
Israel,GDP per hour worked,"USD, constant prices, 2015 PPPs",1988,30.068872
Israel,GDP per hour worked,"USD, constant prices, 2015 PPPs",1989,29.685767
Israel,GDP per hour worked,"USD, constant prices, 2015 PPPs",1990,31.223784999999996
Israel,GDP per hour worked,"USD, constant prices, 2015 PPPs",1991,32.001591
Israel,GDP per hour worked,"USD, constant prices, 2015 PPPs",1992,31.818975
Israel,GDP per hour worked,"USD, constant prices, 2015 PPPs",1993,31.608952000000002
Israel,GDP per hour worked,"USD, constant prices, 2015 PPPs",1994,31.178713000000002
Israel,GDP per hour worked,"USD, constant prices, 2015 PPPs",1995,30.862378999999997
Israel,GDP per hour worked,"USD, constant prices, 2015 PPPs",1996,30.885617
Israel,GDP per hour worked,"USD, constant prices, 2015 PPPs",1997,31.216602
Israel,GDP per hour worked,"USD, constant prices, 2015 PPPs",1998,32.094181
Israel,GDP per hour worked,"USD, constant prices, 2015 PPPs",1999,32.063253
Israel,GDP per hour worked,"USD, constant prices, 2015 PPPs",2000,33.380515
Israel,GDP per hour worked,"USD, constant prices, 2015 PPPs",2001,33.683161
Israel,GDP per hour worked,"USD, constant prices, 2015 PPPs",2002,33.078691
Israel,GDP per hour worked,"USD, constant prices, 2015 PPPs",2003,33.382354
Israel,GDP per hour worked,"USD, constant prices, 2015 PPPs",2004,34.872176
Israel,GDP per hour worked,"USD, constant prices, 2015 PPPs",2005,35.245961
Israel,GDP per hour worked,"USD, constant prices, 2015 PPPs",2006,36.53792
Israel,GDP per hour worked,"USD, constant prices, 2015 PPPs",2007,36.923991
Israel,GDP per hour worked,"USD, constant prices, 2015 PPPs",2008,36.886022
Israel,GDP per hour worked,"USD, constant prices, 2015 PPPs",2009,36.487201
Israel,GDP per hour worked,"USD, constant prices, 2015 PPPs",2010,37.504915999999994
Israel,GDP per hour worked,"USD, constant prices, 2015 PPPs",2011,38.328573
Israel,GDP per hour worked,"USD, constant prices, 2015 PPPs",2012,38.339246
Israel,GDP per hour worked,"USD, constant prices, 2015 PPPs",2013,39.160227
Israel,GDP per hour worked,"USD, constant prices, 2015 PPPs",2014,39.893581
Israel,GDP per hour worked,"USD, constant prices, 2015 PPPs",2015,39.855754
Israel,GDP per hour worked,"USD, constant prices, 2015 PPPs",2016,39.902359000000004
Israel,GDP per hour worked,"USD, constant prices, 2015 PPPs",2017,40.367131
Israel,GDP per hour worked,"USD, constant prices, 2015 PPPs",2018,41.222669
Israel,GDP per person employed,"USD, constant prices, 2015 PPPs",1981,51700.397295999996
Israel,GDP per person employed,"USD, constant prices, 2015 PPPs",1982,51945.923485
Israel,GDP per person employed,"USD, constant prices, 2015 PPPs",1983,51875.207313
Israel,GDP per person employed,"USD, constant prices, 2015 PPPs",1984,51534.757848
Israel,GDP per person employed,"USD, constant prices, 2015 PPPs",1985,53295.412750999996
Israel,GDP per person employed,"USD, constant prices, 2015 PPPs",1986,54600.361403999996
Israel,GDP per person employed,"USD, constant prices, 2015 PPPs",1987,56684.75757
Israel,GDP per person employed,"USD, constant prices, 2015 PPPs",1988,56470.758078
Israel,GDP per person employed,"USD, constant prices, 2015 PPPs",1989,56681.957967999995
Israel,GDP per person employed,"USD, constant prices, 2015 PPPs",1990,59460.758648
Israel,GDP per person employed,"USD, constant prices, 2015 PPPs",1991,60715.417311000005
Israel,GDP per person employed,"USD, constant prices, 2015 PPPs",1992,62074.466661
Israel,GDP per person employed,"USD, constant prices, 2015 PPPs",1993,61728.673729999995
Israel,GDP per person employed,"USD, constant prices, 2015 PPPs",1994,62149.750761
Israel,GDP per person employed,"USD, constant prices, 2015 PPPs",1995,62268.282115999995
Israel,GDP per person employed,"USD, constant prices, 2015 PPPs",1996,62868.874703999994
Israel,GDP per person employed,"USD, constant prices, 2015 PPPs",1997,63697.405502
Israel,GDP per person employed,"USD, constant prices, 2015 PPPs",1998,64684.506552
Israel,GDP per person employed,"USD, constant prices, 2015 PPPs",1999,64874.81179
Israel,GDP per person employed,"USD, constant prices, 2015 PPPs",2000,67920.741764
Israel,GDP per person employed,"USD, constant prices, 2015 PPPs",2001,67299.450335
Israel,GDP per person employed,"USD, constant prices, 2015 PPPs",2002,66671.899566
Israel,GDP per person employed,"USD, constant prices, 2015 PPPs",2003,66660.491351
Israel,GDP per person employed,"USD, constant prices, 2015 PPPs",2004,68812.894145
Israel,GDP per person employed,"USD, constant prices, 2015 PPPs",2005,69261.685821
Israel,GDP per person employed,"USD, constant prices, 2015 PPPs",2006,71311.760034
Israel,GDP per person employed,"USD, constant prices, 2015 PPPs",2007,72548.072721
Israel,GDP per person employed,"USD, constant prices, 2015 PPPs",2008,72320.596773
Israel,GDP per person employed,"USD, constant prices, 2015 PPPs",2009,71588.894454
Israel,GDP per person employed,"USD, constant prices, 2015 PPPs",2010,73369.63161499999
Israel,GDP per person employed,"USD, constant prices, 2015 PPPs",2011,74618.560351
Israel,GDP per person employed,"USD, constant prices, 2015 PPPs",2012,73569.581584
Israel,GDP per person employed,"USD, constant prices, 2015 PPPs",2013,74741.10891
Israel,GDP per person employed,"USD, constant prices, 2015 PPPs",2014,75565.43731000001
Israel,GDP per person employed,"USD, constant prices, 2015 PPPs",2015,75562.899868
Israel,GDP per person employed,"USD, constant prices, 2015 PPPs",2016,76660.048722
Israel,GDP per person employed,"USD, constant prices, 2015 PPPs",2017,77526.390044
Israel,GDP per person employed,"USD, constant prices, 2015 PPPs",2018,78854.528834
Israel,GDP per person employed,"USD, constant prices, 2015 PPPs",2019,80302.862406
Israel,Gross Domestic Product (GDP); millions,As % of the USA (USA=100),1977,1.08385
Israel,Gross Domestic Product (GDP); millions,As % of the USA (USA=100),1978,1.0841
Israel,Gross Domestic Product (GDP); millions,As % of the USA (USA=100),1979,1.116017
Israel,Gross Domestic Product (GDP); millions,As % of the USA (USA=100),1980,1.1375950000000001
Israel,Gross Domestic Product (GDP); millions,As % of the USA (USA=100),1981,1.168685
Israel,Gross Domestic Product (GDP); millions,As % of the USA (USA=100),1982,1.214928
Israel,Gross Domestic Product (GDP); millions,As % of the USA (USA=100),1983,1.2007
Israel,Gross Domestic Product (GDP); millions,As % of the USA (USA=100),1984,1.130123
Israel,Gross Domestic Product (GDP); millions,As % of the USA (USA=100),1985,1.128683
Israel,Gross Domestic Product (GDP); millions,As % of the USA (USA=100),1986,1.13662
Israel,Gross Domestic Product (GDP); millions,As % of the USA (USA=100),1987,1.17705
Israel,Gross Domestic Product (GDP); millions,As % of the USA (USA=100),1988,1.162735
Israel,Gross Domestic Product (GDP); millions,As % of the USA (USA=100),1989,1.12799
Israel,Gross Domestic Product (GDP); millions,As % of the USA (USA=100),1990,1.1880979999999999
Israel,Gross Domestic Product (GDP); millions,As % of the USA (USA=100),1991,1.281279
Israel,Gross Domestic Product (GDP); millions,As % of the USA (USA=100),1992,1.333717
Israel,Gross Domestic Product (GDP); millions,As % of the USA (USA=100),1993,1.351421
Israel,Gross Domestic Product (GDP); millions,As % of the USA (USA=100),1994,1.395576
Israel,Gross Domestic Product (GDP); millions,As % of the USA (USA=100),1995,1.448834
Israel,Gross Domestic Product (GDP); millions,As % of the USA (USA=100),1996,1.466827
Israel,Gross Domestic Product (GDP); millions,As % of the USA (USA=100),1997,1.459257
Israel,Gross Domestic Product (GDP); millions,As % of the USA (USA=100),1998,1.455506
Israel,Gross Domestic Product (GDP); millions,As % of the USA (USA=100),1999,1.439592
Israel,Gross Domestic Product (GDP); millions,As % of the USA (USA=100),2000,1.533379
Israel,Gross Domestic Product (GDP); millions,As % of the USA (USA=100),2001,1.519957
Israel,Gross Domestic Product (GDP); millions,As % of the USA (USA=100),2002,1.518973
Israel,Gross Domestic Product (GDP); millions,As % of the USA (USA=100),2003,1.39459
Israel,Gross Domestic Product (GDP); millions,As % of the USA (USA=100),2004,1.407917
Israel,Gross Domestic Product (GDP); millions,As % of the USA (USA=100),2005,1.321225
Israel,Gross Domestic Product (GDP); millions,As % of the USA (USA=100),2006,1.311501
Israel,Gross Domestic Product (GDP); millions,As % of the USA (USA=100),2007,1.3651360000000001
Israel,Gross Domestic Product (GDP); millions,As % of the USA (USA=100),2008,1.364248
Israel,Gross Domestic Product (GDP); millions,As % of the USA (USA=100),2009,1.42413
Israel,Gross Domestic Product (GDP); millions,As % of the USA (USA=100),2010,1.465766
Israel,Gross Domestic Product (GDP); millions,As % of the USA (USA=100),2011,1.523266
Israel,Gross Domestic Product (GDP); millions,As % of the USA (USA=100),2012,1.547866
Israel,Gross Domestic Product (GDP); millions,As % of the USA (USA=100),2013,1.639875
Israel,Gross Domestic Product (GDP); millions,As % of the USA (USA=100),2014,1.606226
Israel,Gross Domestic Product (GDP); millions,As % of the USA (USA=100),2015,1.629925
Israel,Gross Domestic Product (GDP); millions,As % of the USA (USA=100),2016,1.723524
Israel,Gross Domestic Product (GDP); millions,As % of the USA (USA=100),2017,1.734462
Israel,Gross Domestic Product (GDP); millions,As % of the USA (USA=100),2018,1.734466
Israel,Gross Domestic Product (GDP); millions,As % of the USA (USA=100),2019,1.7802349999999998
Israel,GDP per head of population,As % of the USA (USA=100),1977,65.975302
Israel,GDP per head of population,As % of the USA (USA=100),1978,65.311542
Israel,GDP per head of population,As % of the USA (USA=100),1979,66.425007
Israel,GDP per head of population,As % of the USA (USA=100),1980,66.95806
Israel,GDP per head of population,As % of the USA (USA=100),1981,68.310028
Israel,GDP per head of population,As % of the USA (USA=100),1982,70.63454499999999
Israel,GDP per head of population,As % of the USA (USA=100),1983,69.214867
Israel,GDP per head of population,As % of the USA (USA=100),1984,64.56125300000001
Israel,GDP per head of population,As % of the USA (USA=100),1985,63.917655
Israel,GDP per head of population,As % of the USA (USA=100),1986,63.837224
Israel,GDP per head of population,As % of the USA (USA=100),1987,65.58130600000001
Israel,GDP per head of population,As % of the USA (USA=100),1988,64.281243
Israel,GDP per head of population,As % of the USA (USA=100),1989,61.892796
Israel,GDP per head of population,As % of the USA (USA=100),1990,64.124139
Israel,GDP per head of population,As % of the USA (USA=100),1991,67.481122
Israel,GDP per head of population,As % of the USA (USA=100),1992,68.615436
Israel,GDP per head of population,As % of the USA (USA=100),1993,67.95375
Israel,GDP per head of population,As % of the USA (USA=100),1994,68.588411
Israel,GDP per head of population,As % of the USA (USA=100),1995,69.646149
Israel,GDP per head of population,As % of the USA (USA=100),1996,69.548317
Israel,GDP per head of population,As % of the USA (USA=100),1997,68.264699
Israel,GDP per head of population,As % of the USA (USA=100),1998,67.221717
Israel,GDP per head of population,As % of the USA (USA=100),1999,65.52494200000001
Israel,GDP per head of population,As % of the USA (USA=100),2000,68.692391
Israel,GDP per head of population,As % of the USA (USA=100),2001,67.143889
Israel,GDP per head of population,As % of the USA (USA=100),2002,66.363848
Israel,GDP per head of population,As % of the USA (USA=100),2003,60.3679
Israel,GDP per head of population,As % of the USA (USA=100),2004,60.394064
Israel,GDP per head of population,As % of the USA (USA=100),2005,56.179218000000006
Israel,GDP per head of population,As % of the USA (USA=100),2006,55.287721
Israel,GDP per head of population,As % of the USA (USA=100),2007,57.055445999999996
Israel,GDP per head of population,As % of the USA (USA=100),2008,56.518574
Israel,GDP per head of population,As % of the USA (USA=100),2009,58.479937
Israel,GDP per head of population,As % of the USA (USA=100),2010,59.582115
Israel,GDP per head of population,As % of the USA (USA=100),2011,61.226943000000006
Israel,GDP per head of population,As % of the USA (USA=100),2012,61.516474
Israel,GDP per head of population,As % of the USA (USA=100),2013,64.410274
Israel,GDP per head of population,As % of the USA (USA=100),2014,62.33908
Israel,GDP per head of population,As % of the USA (USA=100),2015,62.461732
Israel,GDP per head of population,As % of the USA (USA=100),2016,65.22536099999999
Israel,GDP per head of population,As % of the USA (USA=100),2017,64.80241
Israel,GDP per head of population,As % of the USA (USA=100),2018,63.948498
Israel,GDP per head of population,As % of the USA (USA=100),2019,64.72107
Israel,GDP per hour worked,As % of the USA (USA=100),1981,73.961649
Israel,GDP per hour worked,As % of the USA (USA=100),1982,75.48437
Israel,GDP per hour worked,As % of the USA (USA=100),1983,73.874083
Israel,GDP per hour worked,As % of the USA (USA=100),1984,71.777672
Israel,GDP per hour worked,As % of the USA (USA=100),1985,72.889515
Israel,GDP per hour worked,As % of the USA (USA=100),1986,73.214095
Israel,GDP per hour worked,As % of the USA (USA=100),1987,75.698885
Israel,GDP per hour worked,As % of the USA (USA=100),1988,76.23738
Israel,GDP per hour worked,As % of the USA (USA=100),1989,74.60871999999999
Israel,GDP per hour worked,As % of the USA (USA=100),1990,77.153051
Israel,GDP per hour worked,As % of the USA (USA=100),1991,78.052413
Israel,GDP per hour worked,As % of the USA (USA=100),1992,75.02956999999999
Israel,GDP per hour worked,As % of the USA (USA=100),1993,74.250861
Israel,GDP per hour worked,As % of the USA (USA=100),1994,72.624965
Israel,GDP per hour worked,As % of the USA (USA=100),1995,71.73025200000001
Israel,GDP per hour worked,As % of the USA (USA=100),1996,70.024822
Israel,GDP per hour worked,As % of the USA (USA=100),1997,69.771075
Israel,GDP per hour worked,As % of the USA (USA=100),1998,70.171188
Israel,GDP per hour worked,As % of the USA (USA=100),1999,68.1384
Israel,GDP per hour worked,As % of the USA (USA=100),2000,70.283338
Israel,GDP per hour worked,As % of the USA (USA=100),2001,69.38108199999999
Israel,GDP per hour worked,As % of the USA (USA=100),2002,67.49019
Israel,GDP per hour worked,As % of the USA (USA=100),2003,61.69013399999999
Israel,GDP per hour worked,As % of the USA (USA=100),2004,62.832283999999994
Israel,GDP per hour worked,As % of the USA (USA=100),2005,58.066506000000004
Israel,GDP per hour worked,As % of the USA (USA=100),2006,57.522889
Israel,GDP per hour worked,As % of the USA (USA=100),2007,57.401872999999995
Israel,GDP per hour worked,As % of the USA (USA=100),2008,54.88571999999999
Israel,GDP per hour worked,As % of the USA (USA=100),2009,52.995143000000006
Israel,GDP per hour worked,As % of the USA (USA=100),2010,53.147907
Israel,GDP per hour worked,As % of the USA (USA=100),2011,54.73146
Israel,GDP per hour worked,As % of the USA (USA=100),2012,55.282743
Israel,GDP per hour worked,As % of the USA (USA=100),2013,58.160279
Israel,GDP per hour worked,As % of the USA (USA=100),2014,56.927172999999996
Israel,GDP per hour worked,As % of the USA (USA=100),2015,57.63233
Israel,GDP per hour worked,As % of the USA (USA=100),2016,59.575424
Israel,GDP per hour worked,As % of the USA (USA=100),2017,59.312597
Israel,GDP per hour worked,As % of the USA (USA=100),2018,59.592905
Israel,GDP per person employed,As % of the USA (USA=100),1981,82.931538
Israel,GDP per person employed,As % of the USA (USA=100),1982,84.21599
Israel,GDP per person employed,As % of the USA (USA=100),1983,81.467638
Israel,GDP per person employed,As % of the USA (USA=100),1984,78.531306
Israel,GDP per person employed,As % of the USA (USA=100),1985,79.54396700000001
Israel,GDP per person employed,As % of the USA (USA=100),1986,80.540511
Israel,GDP per person employed,As % of the USA (USA=100),1987,82.883707
Israel,GDP per person employed,As % of the USA (USA=100),1988,80.97068900000001
Israel,GDP per person employed,As % of the USA (USA=100),1989,79.962366
Israel,GDP per person employed,As % of the USA (USA=100),1990,83.279997
Israel,GDP per person employed,As % of the USA (USA=100),1991,84.33742099999999
Israel,GDP per person employed,As % of the USA (USA=100),1992,83.711019
Israel,GDP per person employed,As % of the USA (USA=100),1993,82.072928
Israel,GDP per person employed,As % of the USA (USA=100),1994,81.14245600000001
Israel,GDP per person employed,As % of the USA (USA=100),1995,80.265355
Israel,GDP per person employed,As % of the USA (USA=100),1996,79.120757
Israel,GDP per person employed,As % of the USA (USA=100),1997,78.41023
Israel,GDP per person employed,As % of the USA (USA=100),1998,77.297927
Israel,GDP per person employed,As % of the USA (USA=100),1999,75.13204300000001
Israel,GDP per person employed,As % of the USA (USA=100),2000,78.861739
Israel,GDP per person employed,As % of the USA (USA=100),2001,77.406604
Israel,GDP per person employed,As % of the USA (USA=100),2002,76.53753
Israel,GDP per person employed,As % of the USA (USA=100),2003,70.099151
Israel,GDP per person employed,As % of the USA (USA=100),2004,70.45295899999999
Israel,GDP per person employed,As % of the USA (USA=100),2005,65.053366
Israel,GDP per person employed,As % of the USA (USA=100),2006,64.043419
Israel,GDP per person employed,As % of the USA (USA=100),2007,64.653233
Israel,GDP per person employed,As % of the USA (USA=100),2008,62.13248000000001
Israel,GDP per person employed,As % of the USA (USA=100),2009,61.254162
Israel,GDP per person employed,As % of the USA (USA=100),2010,60.866657999999994
Israel,GDP per person employed,As % of the USA (USA=100),2011,61.791757
Israel,GDP per person employed,As % of the USA (USA=100),2012,61.470999
Israel,GDP per person employed,As % of the USA (USA=100),2013,64.055334
Israel,GDP per person employed,As % of the USA (USA=100),2014,62.001911
Israel,GDP per person employed,As % of the USA (USA=100),2015,62.56064
Israel,GDP per person employed,As % of the USA (USA=100),2016,65.747348
Israel,GDP per person employed,As % of the USA (USA=100),2017,65.399661
Israel,GDP per person employed,As % of the USA (USA=100),2018,65.2863
Israel,GDP per person employed,As % of the USA (USA=100),2019,66.71921800000001
Israel,Labour utilisation (hours worked per head of population),As % of the USA (USA=100),1981,92.358714
Israel,Labour utilisation (hours worked per head of population),As % of the USA (USA=100),1982,93.57506
Israel,Labour utilisation (hours worked per head of population),As % of the USA (USA=100),1983,93.69303000000001
Israel,Labour utilisation (hours worked per head of population),As % of the USA (USA=100),1984,89.946152
Israel,Labour utilisation (hours worked per head of population),As % of the USA (USA=100),1985,87.691152
Israel,Labour utilisation (hours worked per head of population),As % of the USA (USA=100),1986,87.192534
Israel,Labour utilisation (hours worked per head of population),As % of the USA (USA=100),1987,86.63444100000001
Israel,Labour utilisation (hours worked per head of population),As % of the USA (USA=100),1988,84.317224
Israel,Labour utilisation (hours worked per head of population),As % of the USA (USA=100),1989,82.956517
