Country,Subject,Measure,Year,Unit,Value
Germany,Labour compensation per employee,Annual growth/change,2004,Percentage,0.31745500000000004
Germany,Labour compensation per employee,Annual growth/change,2005,Percentage,0.355686
Germany,Labour compensation per employee,Annual growth/change,2006,Percentage,1.0724850000000001
Germany,Labour compensation per employee,Annual growth/change,2007,Percentage,1.015543
Germany,Labour compensation per employee,Annual growth/change,2008,Percentage,2.267185
Germany,Labour compensation per employee,Annual growth/change,2009,Percentage,0.35267600000000005
Germany,Labour compensation per employee,Annual growth/change,2010,Percentage,2.57552
Germany,Labour compensation per employee,Annual growth/change,2011,Percentage,2.9828799999999998
Germany,Labour compensation per employee,Annual growth/change,2012,Percentage,2.645094
Germany,Labour compensation per employee,Annual growth/change,2013,Percentage,1.923764
Germany,Labour compensation per employee,Annual growth/change,2014,Percentage,2.882166
Germany,Labour compensation per employee,Annual growth/change,2015,Percentage,2.786763
Germany,Labour compensation per employee,Annual growth/change,2016,Percentage,2.296214
Germany,Labour compensation per employee,Annual growth/change,2017,Percentage,2.596954
Germany,Labour compensation per employee,Annual growth/change,2018,Percentage,2.898591
Germany,Labour compensation per employee,Annual growth/change,2019,Percentage,3.0011099999999997
Germany,"Unit Labour Costs, employment based",Annual growth/change,1992,Percentage,6.783024
Germany,"Unit Labour Costs, employment based",Annual growth/change,1993,Percentage,3.757196
Germany,"Unit Labour Costs, employment based",Annual growth/change,1994,Percentage,0.5450550000000001
Germany,"Unit Labour Costs, employment based",Annual growth/change,1995,Percentage,2.290791
Germany,"Unit Labour Costs, employment based",Annual growth/change,1996,Percentage,0.27876300000000004
Germany,"Unit Labour Costs, employment based",Annual growth/change,1997,Percentage,-1.19259
Germany,"Unit Labour Costs, employment based",Annual growth/change,1998,Percentage,0.14788800000000002
Germany,"Unit Labour Costs, employment based",Annual growth/change,1999,Percentage,0.8741629999999999
Germany,"Unit Labour Costs, employment based",Annual growth/change,2000,Percentage,0.890824
Germany,"Unit Labour Costs, employment based",Annual growth/change,2001,Percentage,-0.001165
Germany,"Unit Labour Costs, employment based",Annual growth/change,2002,Percentage,0.942371
Germany,"Unit Labour Costs, employment based",Annual growth/change,2003,Percentage,1.359267
Germany,"Unit Labour Costs, employment based",Annual growth/change,2004,Percentage,-0.531796
Germany,"Unit Labour Costs, employment based",Annual growth/change,2005,Percentage,-0.502373
Germany,"Unit Labour Costs, employment based",Annual growth/change,2006,Percentage,-1.9397360000000001
Germany,"Unit Labour Costs, employment based",Annual growth/change,2007,Percentage,-0.22698000000000002
Germany,"Unit Labour Costs, employment based",Annual growth/change,2008,Percentage,2.7185189999999997
Germany,"Unit Labour Costs, employment based",Annual growth/change,2009,Percentage,6.580947999999999
Germany,"Unit Labour Costs, employment based",Annual growth/change,2010,Percentage,-1.190955
Germany,"Unit Labour Costs, employment based",Annual growth/change,2011,Percentage,0.290663
Germany,"Unit Labour Costs, employment based",Annual growth/change,2012,Percentage,3.3860360000000003
Germany,"Unit Labour Costs, employment based",Annual growth/change,2013,Percentage,2.279092
Germany,"Unit Labour Costs, employment based",Annual growth/change,2014,Percentage,1.53988
Germany,"Unit Labour Costs, employment based",Annual growth/change,2015,Percentage,2.2264209999999998
Germany,"Unit Labour Costs, employment based",Annual growth/change,2016,Percentage,1.3155219999999999
Germany,"Unit Labour Costs, employment based",Annual growth/change,2017,Percentage,1.371553
Germany,"Unit Labour Costs, employment based",Annual growth/change,2018,Percentage,3.001345
Germany,"Unit Labour Costs, employment based",Annual growth/change,2019,Percentage,3.3476190000000003
Greece,Unit Labour Costs,Annual growth/change,1996,Percentage,5.7046660000000005
Greece,Unit Labour Costs,Annual growth/change,1997,Percentage,8.458613
Greece,Unit Labour Costs,Annual growth/change,1998,Percentage,6.344876999999999
Greece,Unit Labour Costs,Annual growth/change,1999,Percentage,2.981826
Greece,Unit Labour Costs,Annual growth/change,2000,Percentage,1.793143
Greece,Unit Labour Costs,Annual growth/change,2001,Percentage,1.6579970000000002
Greece,Unit Labour Costs,Annual growth/change,2002,Percentage,9.02533
Greece,Unit Labour Costs,Annual growth/change,2003,Percentage,3.094585
Greece,Unit Labour Costs,Annual growth/change,2004,Percentage,1.89385
Greece,Unit Labour Costs,Annual growth/change,2005,Percentage,6.124097
Greece,Unit Labour Costs,Annual growth/change,2006,Percentage,-0.582033
Greece,Unit Labour Costs,Annual growth/change,2007,Percentage,1.7815580000000002
Greece,Unit Labour Costs,Annual growth/change,2008,Percentage,5.396886
Greece,Unit Labour Costs,Annual growth/change,2009,Percentage,6.684963000000001
Greece,Unit Labour Costs,Annual growth/change,2010,Percentage,2.505731
Greece,Unit Labour Costs,Annual growth/change,2011,Percentage,-0.261842
Greece,Unit Labour Costs,Annual growth/change,2012,Percentage,-1.4035389999999999
Greece,Unit Labour Costs,Annual growth/change,2013,Percentage,-6.252493
Greece,Unit Labour Costs,Annual growth/change,2014,Percentage,-2.160762
Greece,Unit Labour Costs,Annual growth/change,2015,Percentage,-0.34876599999999996
Greece,Unit Labour Costs,Annual growth/change,2016,Percentage,-0.950082
Greece,Unit Labour Costs,Annual growth/change,2017,Percentage,1.07301
Greece,Unit Labour Costs,Annual growth/change,2018,Percentage,1.054389
Greece,Unit Labour Costs,Annual growth/change,2019,Percentage,1.668157
Greece,Labour compensation per hour worked,Annual growth/change,1996,Percentage,9.420783
Greece,Labour compensation per hour worked,Annual growth/change,1997,Percentage,13.847756
Greece,Labour compensation per hour worked,Annual growth/change,1998,Percentage,5.812504
Greece,Labour compensation per hour worked,Annual growth/change,1999,Percentage,6.291557
Greece,Labour compensation per hour worked,Annual growth/change,2000,Percentage,5.297984
Greece,Labour compensation per hour worked,Annual growth/change,2001,Percentage,5.803532
Greece,Labour compensation per hour worked,Annual growth/change,2002,Percentage,11.014317
Greece,Labour compensation per hour worked,Annual growth/change,2003,Percentage,7.668384
Greece,Labour compensation per hour worked,Annual growth/change,2004,Percentage,4.978182
Greece,Labour compensation per hour worked,Annual growth/change,2005,Percentage,3.1187259999999997
Greece,Labour compensation per hour worked,Annual growth/change,2006,Percentage,3.691443
Greece,Labour compensation per hour worked,Annual growth/change,2007,Percentage,4.421524
Greece,Labour compensation per hour worked,Annual growth/change,2008,Percentage,3.950761
Greece,Labour compensation per hour worked,Annual growth/change,2009,Percentage,3.910929
Greece,Labour compensation per hour worked,Annual growth/change,2010,Percentage,2.468074
Greece,Labour compensation per hour worked,Annual growth/change,2011,Percentage,-3.5420300000000005
Greece,Labour compensation per hour worked,Annual growth/change,2012,Percentage,-3.282232
Greece,Labour compensation per hour worked,Annual growth/change,2013,Percentage,-7.025789
Greece,Labour compensation per hour worked,Annual growth/change,2014,Percentage,-0.491342
Greece,Labour compensation per hour worked,Annual growth/change,2015,Percentage,-1.99544
Greece,Labour compensation per hour worked,Annual growth/change,2016,Percentage,-1.5481200000000002
Greece,Labour compensation per hour worked,Annual growth/change,2017,Percentage,0.28636799999999996
Greece,Labour compensation per hour worked,Annual growth/change,2018,Percentage,1.322444
Greece,Labour compensation per hour worked,Annual growth/change,2019,Percentage,1.9304259999999998
Greece,Labour compensation per employee,Annual growth/change,1996,Percentage,9.292726
Greece,Labour compensation per employee,Annual growth/change,1997,Percentage,13.736397
Greece,Labour compensation per employee,Annual growth/change,1998,Percentage,5.912137
Greece,Labour compensation per employee,Annual growth/change,1999,Percentage,6.513826
Greece,Labour compensation per employee,Annual growth/change,2000,Percentage,5.1720180000000004
Greece,Labour compensation per employee,Annual growth/change,2001,Percentage,5.646351999999999
Greece,Labour compensation per employee,Annual growth/change,2002,Percentage,10.69613
Greece,Labour compensation per employee,Annual growth/change,2003,Percentage,7.6221119999999996
Greece,Labour compensation per employee,Annual growth/change,2004,Percentage,4.365924
Greece,Labour compensation per employee,Annual growth/change,2005,Percentage,8.503163
Greece,Labour compensation per employee,Annual growth/change,2006,Percentage,3.07823
Greece,Labour compensation per employee,Annual growth/change,2007,Percentage,4.586214
Greece,Labour compensation per employee,Annual growth/change,2008,Percentage,3.650702
Greece,Labour compensation per employee,Annual growth/change,2009,Percentage,3.093711
Greece,Labour compensation per employee,Annual growth/change,2010,Percentage,-1.979873
Greece,Labour compensation per employee,Annual growth/change,2011,Percentage,-3.76675
Greece,Labour compensation per employee,Annual growth/change,2012,Percentage,-3.023819
Greece,Labour compensation per employee,Annual growth/change,2013,Percentage,-7.477661
Greece,Labour compensation per employee,Annual growth/change,2014,Percentage,-1.9971740000000002
Greece,Labour compensation per employee,Annual growth/change,2015,Percentage,-2.420117
Greece,Labour compensation per employee,Annual growth/change,2016,Percentage,-0.93895
Greece,Labour compensation per employee,Annual growth/change,2017,Percentage,0.543519
Greece,Labour compensation per employee,Annual growth/change,2018,Percentage,1.3059399999999999
Greece,Labour compensation per employee,Annual growth/change,2019,Percentage,1.144556
Greece,"Unit Labour Costs, employment based",Annual growth/change,1996,Percentage,5.646266000000001
Greece,"Unit Labour Costs, employment based",Annual growth/change,1997,Percentage,8.42751
Greece,"Unit Labour Costs, employment based",Annual growth/change,1998,Percentage,6.4202129999999995
Greece,"Unit Labour Costs, employment based",Annual growth/change,1999,Percentage,3.37289
Greece,"Unit Labour Costs, employment based",Annual growth/change,2000,Percentage,1.536761
Greece,"Unit Labour Costs, employment based",Annual growth/change,2001,Percentage,1.8214990000000002
Greece,"Unit Labour Costs, employment based",Annual growth/change,2002,Percentage,9.123883
Greece,"Unit Labour Costs, employment based",Annual growth/change,2003,Percentage,3.1359049999999997
Greece,"Unit Labour Costs, employment based",Annual growth/change,2004,Percentage,1.733825
Greece,"Unit Labour Costs, employment based",Annual growth/change,2005,Percentage,8.859100999999999
Greece,"Unit Labour Costs, employment based",Annual growth/change,2006,Percentage,-0.663116
Greece,"Unit Labour Costs, employment based",Annual growth/change,2007,Percentage,2.635043
Greece,"Unit Labour Costs, employment based",Annual growth/change,2008,Percentage,5.328672
Greece,"Unit Labour Costs, employment based",Annual growth/change,2009,Percentage,7.119836
Greece,"Unit Labour Costs, employment based",Annual growth/change,2010,Percentage,1.048997
Greece,"Unit Labour Costs, employment based",Annual growth/change,2011,Percentage,-1.379597
Greece,"Unit Labour Costs, employment based",Annual growth/change,2012,Percentage,-1.9900919999999998
Greece,"Unit Labour Costs, employment based",Annual growth/change,2013,Percentage,-6.882469
Greece,"Unit Labour Costs, employment based",Annual growth/change,2014,Percentage,-1.813206
Greece,"Unit Labour Costs, employment based",Annual growth/change,2015,Percentage,-1.281811
Greece,"Unit Labour Costs, employment based",Annual growth/change,2016,Percentage,-0.28570999999999996
Greece,"Unit Labour Costs, employment based",Annual growth/change,2017,Percentage,0.581616
Greece,"Unit Labour Costs, employment based",Annual growth/change,2018,Percentage,1.0780020000000001
Greece,"Unit Labour Costs, employment based",Annual growth/change,2019,Percentage,1.27901
Hungary,Unit Labour Costs,Annual growth/change,1996,Percentage,22.019753
Hungary,Unit Labour Costs,Annual growth/change,1997,Percentage,18.940105
Hungary,Unit Labour Costs,Annual growth/change,1998,Percentage,11.90846
Hungary,Unit Labour Costs,Annual growth/change,1999,Percentage,6.813053
Hungary,Unit Labour Costs,Annual growth/change,2000,Percentage,11.323309
Hungary,Unit Labour Costs,Annual growth/change,2001,Percentage,10.969533
Hungary,Unit Labour Costs,Annual growth/change,2002,Percentage,6.215605
Hungary,Unit Labour Costs,Annual growth/change,2003,Percentage,6.936000999999999
Hungary,Unit Labour Costs,Annual growth/change,2004,Percentage,5.172914
Hungary,Unit Labour Costs,Annual growth/change,2005,Percentage,2.506249
Hungary,Unit Labour Costs,Annual growth/change,2006,Percentage,1.9171479999999999
Hungary,Unit Labour Costs,Annual growth/change,2007,Percentage,5.134097
Hungary,Unit Labour Costs,Annual growth/change,2008,Percentage,4.489708
Hungary,Unit Labour Costs,Annual growth/change,2009,Percentage,1.493795
Hungary,Unit Labour Costs,Annual growth/change,2010,Percentage,-0.375938
Hungary,Unit Labour Costs,Annual growth/change,2011,Percentage,2.125028
Hungary,Unit Labour Costs,Annual growth/change,2012,Percentage,5.147483
Hungary,Unit Labour Costs,Annual growth/change,2013,Percentage,-0.402525
Hungary,Unit Labour Costs,Annual growth/change,2014,Percentage,0.77777
Hungary,Unit Labour Costs,Annual growth/change,2015,Percentage,0.043838
Hungary,Unit Labour Costs,Annual growth/change,2016,Percentage,3.6648410000000005
Hungary,Unit Labour Costs,Annual growth/change,2017,Percentage,4.262696
Hungary,Unit Labour Costs,Annual growth/change,2018,Percentage,3.0811330000000003
Hungary,Unit Labour Costs,Annual growth/change,2019,Percentage,5.8418220000000005
Hungary,Labour compensation per hour worked,Annual growth/change,1996,Percentage,22.484575
Hungary,Labour compensation per hour worked,Annual growth/change,1997,Percentage,20.930376000000003
Hungary,Labour compensation per hour worked,Annual growth/change,1998,Percentage,15.778089999999999
Hungary,Labour compensation per hour worked,Annual growth/change,1999,Percentage,7.550875
Hungary,Labour compensation per hour worked,Annual growth/change,2000,Percentage,16.790336
Hungary,Labour compensation per hour worked,Annual growth/change,2001,Percentage,17.368854000000002
Hungary,Labour compensation per hour worked,Annual growth/change,2002,Percentage,12.258059
Hungary,Labour compensation per hour worked,Annual growth/change,2003,Percentage,10.807253999999999
Hungary,Labour compensation per hour worked,Annual growth/change,2004,Percentage,11.2957
Hungary,Labour compensation per hour worked,Annual growth/change,2005,Percentage,9.074065
Hungary,Labour compensation per hour worked,Annual growth/change,2006,Percentage,6.346566
Hungary,Labour compensation per hour worked,Annual growth/change,2007,Percentage,7.714441000000001
Hungary,Labour compensation per hour worked,Annual growth/change,2008,Percentage,7.263673
Hungary,Labour compensation per hour worked,Annual growth/change,2009,Percentage,-1.642107
Hungary,Labour compensation per hour worked,Annual growth/change,2010,Percentage,0.494938
Hungary,Labour compensation per hour worked,Annual growth/change,2011,Percentage,4.7405550000000005
Hungary,Labour compensation per hour worked,Annual growth/change,2012,Percentage,3.5670589999999995
Hungary,Labour compensation per hour worked,Annual growth/change,2013,Percentage,0.562291
Hungary,Labour compensation per hour worked,Annual growth/change,2014,Percentage,-0.43473599999999996
Hungary,Labour compensation per hour worked,Annual growth/change,2015,Percentage,1.78404
Hungary,Labour compensation per hour worked,Annual growth/change,2016,Percentage,1.3276540000000001
Hungary,Labour compensation per hour worked,Annual growth/change,2017,Percentage,7.497617999999999
Hungary,Labour compensation per hour worked,Annual growth/change,2018,Percentage,6.9659699999999996
Hungary,Labour compensation per hour worked,Annual growth/change,2019,Percentage,9.447822
Hungary,Labour compensation per employee,Annual growth/change,1996,Percentage,21.339878
Hungary,Labour compensation per employee,Annual growth/change,1997,Percentage,22.025320999999998
Hungary,Labour compensation per employee,Annual growth/change,1998,Percentage,16.060075
Hungary,Labour compensation per employee,Annual growth/change,1999,Percentage,8.052563000000001
Hungary,Labour compensation per employee,Annual growth/change,2000,Percentage,16.192722
Hungary,Labour compensation per employee,Annual growth/change,2001,Percentage,16.081936
Hungary,Labour compensation per employee,Annual growth/change,2002,Percentage,11.387164
Hungary,Labour compensation per employee,Annual growth/change,2003,Percentage,10.478242
Hungary,Labour compensation per employee,Annual growth/change,2004,Percentage,11.92008
Hungary,Labour compensation per employee,Annual growth/change,2005,Percentage,8.325075
Hungary,Labour compensation per employee,Annual growth/change,2006,Percentage,5.260662
Hungary,Labour compensation per employee,Annual growth/change,2007,Percentage,6.376085
Hungary,Labour compensation per employee,Annual growth/change,2008,Percentage,7.699772
Hungary,Labour compensation per employee,Annual growth/change,2009,Percentage,-3.3408230000000003
Hungary,Labour compensation per employee,Annual growth/change,2010,Percentage,1.1738899999999999
Hungary,Labour compensation per employee,Annual growth/change,2011,Percentage,4.173561
Hungary,Labour compensation per employee,Annual growth/change,2012,Percentage,2.985261
Hungary,Labour compensation per employee,Annual growth/change,2013,Percentage,0.354315
Hungary,Labour compensation per employee,Annual growth/change,2014,Percentage,0.634352
Hungary,Labour compensation per employee,Annual growth/change,2015,Percentage,1.9752919999999998
Hungary,Labour compensation per employee,Annual growth/change,2016,Percentage,2.440434
Hungary,Labour compensation per employee,Annual growth/change,2017,Percentage,6.961989999999999
Hungary,Labour compensation per employee,Annual growth/change,2018,Percentage,6.210368
Hungary,Labour compensation per employee,Annual growth/change,2019,Percentage,9.418384
Hungary,"Unit Labour Costs, employment based",Annual growth/change,1996,Percentage,21.005619
Hungary,"Unit Labour Costs, employment based",Annual growth/change,1997,Percentage,19.505924
Hungary,"Unit Labour Costs, employment based",Annual growth/change,1998,Percentage,12.714152
Hungary,"Unit Labour Costs, employment based",Annual growth/change,1999,Percentage,6.907576
Hungary,"Unit Labour Costs, employment based",Annual growth/change,2000,Percentage,11.899992999999998
Hungary,"Unit Labour Costs, employment based",Annual growth/change,2001,Percentage,11.756099
Hungary,"Unit Labour Costs, employment based",Annual growth/change,2002,Percentage,6.182405999999999
Hungary,"Unit Labour Costs, employment based",Annual growth/change,2003,Percentage,8.188918
Hungary,"Unit Labour Costs, employment based",Annual growth/change,2004,Percentage,5.6308169999999995
Hungary,"Unit Labour Costs, employment based",Annual growth/change,2005,Percentage,3.165315
Hungary,"Unit Labour Costs, employment based",Annual growth/change,2006,Percentage,1.998593
Hungary,"Unit Labour Costs, employment based",Annual growth/change,2007,Percentage,5.343338
Hungary,"Unit Labour Costs, employment based",Annual growth/change,2008,Percentage,4.712178
Hungary,"Unit Labour Costs, employment based",Annual growth/change,2009,Percentage,1.613883
Hungary,"Unit Labour Costs, employment based",Annual growth/change,2010,Percentage,-0.164957
Hungary,"Unit Labour Costs, employment based",Annual growth/change,2011,Percentage,2.307079
Hungary,"Unit Labour Costs, employment based",Annual growth/change,2012,Percentage,5.484179
Hungary,"Unit Labour Costs, employment based",Annual growth/change,2013,Percentage,-0.343106
Hungary,"Unit Labour Costs, employment based",Annual growth/change,2014,Percentage,0.990245
Hungary,"Unit Labour Costs, employment based",Annual growth/change,2015,Percentage,0.381375
Hungary,"Unit Labour Costs, employment based",Annual growth/change,2016,Percentage,3.957275
Hungary,"Unit Labour Costs, employment based",Annual growth/change,2017,Percentage,4.503198
Hungary,"Unit Labour Costs, employment based",Annual growth/change,2018,Percentage,3.446968
Hungary,"Unit Labour Costs, employment based",Annual growth/change,2019,Percentage,6.037049
Ireland,Unit Labour Costs,Annual growth/change,1996,Percentage,0.46186499999999997
Ireland,Unit Labour Costs,Annual growth/change,1997,Percentage,0.272378
Ireland,Unit Labour Costs,Annual growth/change,1998,Percentage,5.399655999999999
Ireland,Unit Labour Costs,Annual growth/change,1999,Percentage,1.072272
Ireland,Unit Labour Costs,Annual growth/change,2000,Percentage,2.96183
Ireland,Unit Labour Costs,Annual growth/change,2001,Percentage,5.728374
Ireland,Unit Labour Costs,Annual growth/change,2002,Percentage,0.9300350000000001
Ireland,Unit Labour Costs,Annual growth/change,2003,Percentage,5.257769000000001
Ireland,Unit Labour Costs,Annual growth/change,2004,Percentage,1.916791
Ireland,Unit Labour Costs,Annual growth/change,2005,Percentage,4.221172
Ireland,Unit Labour Costs,Annual growth/change,2006,Percentage,3.9475550000000004
Ireland,Unit Labour Costs,Annual growth/change,2007,Percentage,4.798825
Ireland,Unit Labour Costs,Annual growth/change,2008,Percentage,7.8234639999999995
Ireland,Unit Labour Costs,Annual growth/change,2009,Percentage,-4.179924
Ireland,Unit Labour Costs,Annual growth/change,2010,Percentage,-5.845429
Ireland,Unit Labour Costs,Annual growth/change,2011,Percentage,-1.9721490000000002
Ireland,Unit Labour Costs,Annual growth/change,2012,Percentage,-0.327362
Ireland,Unit Labour Costs,Annual growth/change,2013,Percentage,1.3520889999999999
Ireland,Unit Labour Costs,Annual growth/change,2014,Percentage,-4.877591000000001
Ireland,Unit Labour Costs,Annual growth/change,2015,Percentage,-15.26615
Ireland,Unit Labour Costs,Annual growth/change,2016,Percentage,1.8935060000000001
Ireland,Unit Labour Costs,Annual growth/change,2017,Percentage,-1.7638509999999998
Ireland,Unit Labour Costs,Annual growth/change,2018,Percentage,-2.847035
Ireland,Unit Labour Costs,Annual growth/change,2019,Percentage,1.3012709999999998
Ireland,Labour compensation per hour worked,Annual growth/change,1996,Percentage,4.517930000000001
Ireland,Labour compensation per hour worked,Annual growth/change,1997,Percentage,6.990791000000001
Ireland,Labour compensation per hour worked,Annual growth/change,1998,Percentage,7.536859
Ireland,Labour compensation per hour worked,Annual growth/change,1999,Percentage,5.510977
Ireland,Labour compensation per hour worked,Annual growth/change,2000,Percentage,8.36417
Ireland,Labour compensation per hour worked,Annual growth/change,2001,Percentage,8.465358
Ireland,Labour compensation per hour worked,Annual growth/change,2002,Percentage,6.313763
Ireland,Labour compensation per hour worked,Annual growth/change,2003,Percentage,7.447374000000001
Ireland,Labour compensation per hour worked,Annual growth/change,2004,Percentage,5.844823
Ireland,Labour compensation per hour worked,Annual growth/change,2005,Percentage,4.561542
Ireland,Labour compensation per hour worked,Annual growth/change,2006,Percentage,4.636845
Ireland,Labour compensation per hour worked,Annual growth/change,2007,Percentage,6.542973
Ireland,Labour compensation per hour worked,Annual growth/change,2008,Percentage,4.82751
Ireland,Labour compensation per hour worked,Annual growth/change,2009,Percentage,0.439511
Ireland,Labour compensation per hour worked,Annual growth/change,2010,Percentage,5.1964760000000005
Ireland,Labour compensation per hour worked,Annual growth/change,2011,Percentage,-0.36795500000000003
Ireland,Labour compensation per hour worked,Annual growth/change,2012,Percentage,0.369921
Ireland,Labour compensation per hour worked,Annual growth/change,2013,Percentage,-0.541093
Ireland,Labour compensation per hour worked,Annual growth/change,2014,Percentage,-0.22902399999999998
Ireland,Labour compensation per hour worked,Annual growth/change,2015,Percentage,1.568525
Ireland,Labour compensation per hour worked,Annual growth/change,2016,Percentage,2.2978110000000003
Ireland,Labour compensation per hour worked,Annual growth/change,2017,Percentage,2.4424740000000003
Ireland,Labour compensation per hour worked,Annual growth/change,2018,Percentage,1.460769
Ireland,Labour compensation per hour worked,Annual growth/change,2019,Percentage,4.546328
Ireland,Labour compensation per employee,Annual growth/change,1996,Percentage,4.142079
Ireland,Labour compensation per employee,Annual growth/change,1997,Percentage,7.099747
Ireland,Labour compensation per employee,Annual growth/change,1998,Percentage,8.236778999999999
Ireland,Labour compensation per employee,Annual growth/change,1999,Percentage,4.956747
Ireland,Labour compensation per employee,Annual growth/change,2000,Percentage,7.9195899999999995
Ireland,Labour compensation per employee,Annual growth/change,2001,Percentage,7.949281
Ireland,Labour compensation per employee,Annual growth/change,2002,Percentage,5.047186
Ireland,Labour compensation per employee,Annual growth/change,2003,Percentage,6.532484999999999
Ireland,Labour compensation per employee,Annual growth/change,2004,Percentage,5.178445
Ireland,Labour compensation per employee,Annual growth/change,2005,Percentage,5.27161
Ireland,Labour compensation per employee,Annual growth/change,2006,Percentage,4.403298
Ireland,Labour compensation per employee,Annual growth/change,2007,Percentage,5.741848
Ireland,Labour compensation per employee,Annual growth/change,2008,Percentage,3.884792
Ireland,Labour compensation per employee,Annual growth/change,2009,Percentage,-1.164934
Ireland,Labour compensation per employee,Annual growth/change,2010,Percentage,-2.539007
Ireland,Labour compensation per employee,Annual growth/change,2011,Percentage,0.42983999999999994
Ireland,Labour compensation per employee,Annual growth/change,2012,Percentage,1.018199
Ireland,Labour compensation per employee,Annual growth/change,2013,Percentage,-0.41829099999999997
Ireland,Labour compensation per employee,Annual growth/change,2014,Percentage,0.40794
Ireland,Labour compensation per employee,Annual growth/change,2015,Percentage,2.343154
Ireland,Labour compensation per employee,Annual growth/change,2016,Percentage,2.1806080000000003
Ireland,Labour compensation per employee,Annual growth/change,2017,Percentage,2.5431209999999997
Ireland,Labour compensation per employee,Annual growth/change,2018,Percentage,2.106375
Ireland,Labour compensation per employee,Annual growth/change,2019,Percentage,4.002264
Ireland,"Unit Labour Costs, employment based",Annual growth/change,1996,Percentage,0.5314949999999999
Ireland,"Unit Labour Costs, employment based",Annual growth/change,1997,Percentage,0.343584
Ireland,"Unit Labour Costs, employment based",Annual growth/change,1998,Percentage,6.1403550000000005
Ireland,"Unit Labour Costs, employment based",Annual growth/change,1999,Percentage,1.1269959999999999
Ireland,"Unit Labour Costs, employment based",Annual growth/change,2000,Percentage,3.025343
Ireland,"Unit Labour Costs, employment based",Annual growth/change,2001,Percentage,5.727991
Ireland,"Unit Labour Costs, employment based",Annual growth/change,2002,Percentage,0.735893
Ireland,"Unit Labour Costs, employment based",Annual growth/change,2003,Percentage,5.329214
Ireland,"Unit Labour Costs, employment based",Annual growth/change,2004,Percentage,1.897586
Ireland,"Unit Labour Costs, employment based",Annual growth/change,2005,Percentage,4.486928
Ireland,"Unit Labour Costs, employment based",Annual growth/change,2006,Percentage,3.957376
Ireland,"Unit Labour Costs, employment based",Annual growth/change,2007,Percentage,4.78482
Ireland,"Unit Labour Costs, employment based",Annual growth/change,2008,Percentage,8.072995
Ireland,"Unit Labour Costs, employment based",Annual growth/change,2009,Percentage,-4.04039
Ireland,"Unit Labour Costs, employment based",Annual growth/change,2010,Percentage,-8.165247
Ireland,"Unit Labour Costs, employment based",Annual growth/change,2011,Percentage,-2.0724720000000003
Ireland,"Unit Labour Costs, employment based",Annual growth/change,2012,Percentage,0.239652
Ireland,"Unit Labour Costs, employment based",Annual growth/change,2013,Percentage,1.1506809999999998
Ireland,"Unit Labour Costs, employment based",Annual growth/change,2014,Percentage,-5.008795
Ireland,"Unit Labour Costs, employment based",Annual growth/change,2015,Percentage,-15.273496
Ireland,"Unit Labour Costs, employment based",Annual growth/change,2016,Percentage,2.219051
Ireland,"Unit Labour Costs, employment based",Annual growth/change,2017,Percentage,-2.322759
Ireland,"Unit Labour Costs, employment based",Annual growth/change,2018,Percentage,-2.616227
Ireland,"Unit Labour Costs, employment based",Annual growth/change,2019,Percentage,1.3763299999999998
Italy,Unit Labour Costs,Annual growth/change,1981,Percentage,21.674106
Italy,Unit Labour Costs,Annual growth/change,1982,Percentage,16.2401
Italy,Unit Labour Costs,Annual growth/change,1983,Percentage,15.534732
Italy,Unit Labour Costs,Annual growth/change,1984,Percentage,8.354466
Italy,Unit Labour Costs,Annual growth/change,1985,Percentage,7.944761
Italy,Unit Labour Costs,Annual growth/change,1986,Percentage,4.869516
Italy,Unit Labour Costs,Annual growth/change,1987,Percentage,5.126653
Italy,Unit Labour Costs,Annual growth/change,1988,Percentage,5.230315
Italy,Unit Labour Costs,Annual growth/change,1989,Percentage,5.29375
Italy,Unit Labour Costs,Annual growth/change,1990,Percentage,9.209078
Italy,Unit Labour Costs,Annual growth/change,1991,Percentage,7.684864999999999
Italy,Unit Labour Costs,Annual growth/change,1992,Percentage,4.664482
Italy,Unit Labour Costs,Annual growth/change,1993,Percentage,1.599458
Italy,Unit Labour Costs,Annual growth/change,1994,Percentage,-0.22750399999999998
Italy,Unit Labour Costs,Annual growth/change,1995,Percentage,1.1016629999999998
Italy,Unit Labour Costs,Annual growth/change,1996,Percentage,5.57911
Italy,Unit Labour Costs,Annual growth/change,1997,Percentage,2.641138
Italy,Unit Labour Costs,Annual growth/change,1998,Percentage,-1.982804
Italy,Unit Labour Costs,Annual growth/change,1999,Percentage,1.4876610000000001
Italy,Unit Labour Costs,Annual growth/change,2000,Percentage,-0.550157
Italy,Unit Labour Costs,Annual growth/change,2001,Percentage,3.0720959999999997
Italy,Unit Labour Costs,Annual growth/change,2002,Percentage,4.072264
Italy,Unit Labour Costs,Annual growth/change,2003,Percentage,4.902953
Italy,Unit Labour Costs,Annual growth/change,2004,Percentage,2.287843
Italy,Unit Labour Costs,Annual growth/change,2005,Percentage,2.796362
Italy,Unit Labour Costs,Annual growth/change,2006,Percentage,2.128373
Italy,Unit Labour Costs,Annual growth/change,2007,Percentage,2.290381
Italy,Unit Labour Costs,Annual growth/change,2008,Percentage,3.3403959999999997
Italy,Unit Labour Costs,Annual growth/change,2009,Percentage,4.844075
Italy,Unit Labour Costs,Annual growth/change,2010,Percentage,0.091811
